"Species","trait_name","value"
"Acacia lineata","Plant Environment","Low maintenance garden, Flower garden, Cold climate, Drought resistant"
"Acacia lineata","Climate Zone","Warm temperate, Cool temperate, Mediterranean, Cool, Semi-arid"
"Acacia lineata","Light","Sunny"
"Acacia lineata","Planting Season","Spring"
"Acacia lineata","Growth Habit","Evergreen, Dense foliage"
"Acacia lineata","Lifespan","Perennial, Short lived"
"Acacia lineata","Soil Moisture","Well-drained"
"Acacia lineata","Propagation Method","Seed"
"Acacia lineata","Frost Tolerance","Tolerates heavy frost"
"Acacia lineata","Plant Usage","Screen, Windbreak, Wow factor"
"Acacia lineata","Special Uses","Erosion control, Bird nesting plant, Pollution tolerant, Fast growing"
"Acacia lineata","Attracts Wildlife","Bees, Nectar eating birds, Butterflies, Other insects"
"Acacia lineata","description","The Streaked Wattle is a great adaptable garden plant as it is hardy to both drought and frost, growing naturally in dry forest throughout inland NSW. It has a dense habit, very bushy, and would make a great choice for a flower garden as it puts on a spectacular display in the spring. Its dense, bushy habit makes it great as a windbreak, for planting between trees and providing shelter for small birds. Pruning soon after flowering helps to promote a dense habit and prolific flowering."
"Acacia leiocalyx","Scientific Name","Acacia leiocalyx"
"Acacia leiocalyx","Family","Fabaceae"
"Acacia leiocalyx","Common Name","Wattle"
"Acacia leiocalyx","Other Common Names","Black Wattle, Curracabah"
"Acacia leiocalyx","Plant Type","Small tree, Large shrub"
"Acacia leiocalyx","Height","4 ~ 6 metres"
"Acacia leiocalyx","Width","3 ~ 4 metres"
"Acacia leiocalyx","Flower Colour","Yellow"
"Acacia leiocalyx","Flowering Time","Spring, Autumn, Winter"
"Acacia leiocalyx","Ph Level","Acid, Neutral, Alkaline"
"Acacia leiocalyx","Soil Type","Sandy, Loamy, Sandy loam, Poor soil"
"Acacia leiocalyx","Plant Environment","Low maintenance garden, Coastal garden, Drought resistant"
"Acacia leiocalyx","Climate Zone","Warm temperate, Cool temperate, Mediterranean, Semi-arid"
"Acacia leiocalyx","Light","Sunny, Light shade"
"Acacia leiocalyx","Planting Season","Spring"
"Acacia leiocalyx","Growth Habit","Evergreen"
"Acacia leiocalyx","Lifespan","Perennial, Short lived"
"Acacia leiocalyx","Soil Moisture","Well-drained"
"Acacia leiocalyx","Propagation Method","Seed"
"Acacia leiocalyx","Plant Usage","Screen, Windbreak"
"Acacia leiocalyx","Special Uses","Erosion control, Bird nesting plant, Pollution tolerant, Fast growing"
"Acacia leiocalyx","Attracts Wildlife","Bees, Seed eating birds, Butterflies, Other insects"
"Acacia leiocalyx","description","Acacia leiocalyx is not commonly cultivated, but it makes a great species for a number of situations and specifically grows well in coastal areas. This species grows to a large shrub or small tree and provides colour in the garden from autumn through to spring with rod-shaped flower heads of a pale yellow colour."
"Acacia lasiocarpa","Scientific Name","Acacia lasiocarpa"
"Acacia lasiocarpa","Family","Fabaceae"
"Acacia lasiocarpa","Common Name","Wattle"
"Acacia lasiocarpa","Plant Type","Small shrub, Large shrub, Ground cover"
"Acacia lasiocarpa","Height","0.5 ~ 2 metres"
"Acacia lasiocarpa","Width","1 ~ 3 metre"
"Acacia lasiocarpa","Flower Colour","Yellow"
"Acacia lasiocarpa","Flowering Time","Spring, Winter"
"Acacia lasiocarpa","Ph Level","Acid, Neutral, Alkaline"
"Acacia lasiocarpa","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Poor soil"
"Acacia lasiocarpa","Plant Environment","Low maintenance garden, Flower garden, Coastal garden, Drought resistant"
"Acacia lasiocarpa","Climate Zone","Warm temperate, Cool temperate, Mediterranean"
"Acacia lasiocarpa","Light","Sunny, Light shade"
"Acacia lasiocarpa","Planting Season","Spring"
"Acacia lasiocarpa","Growth Habit","Evergreen, Dense foliage, Spreading, Mound-shaped"
"Acacia lasiocarpa","Lifespan","Perennial, Short lived"
"Acacia lasiocarpa","Soil Moisture","Dry, Well-drained"
"Acacia lasiocarpa","Propagation Method","Seed, Softwood cutting"
"Acacia lasiocarpa","Frost Tolerance","Tolerates light frost"
"Acacia lasiocarpa","Plant Usage","Screen, Windbreak"
"Acacia lasiocarpa","Special Uses","Bog gardens, Erosion control, Pollution tolerant, Fast growing"
"Acacia lasiocarpa","Attracts Wildlife","Bees, Seed eating birds, Butterflies, Other insects"
"Acacia lasiocarpa","description","This species is a dwarf or small shrub with dense ornamental golden flowers from winter through to spring. Acacia lasiocarpa needs a medium to well drained soil and can grow in conditions from light shade to full sun. It can grow happily in coastal dune environments, as this is one of its native habitats in Western Australia."
"Acacia lanuginosa","Scientific Name","Acacia lanuginosa"
"Acacia lanuginosa","Family","Fabaceae"
"Acacia lanuginosa","Plant Type","Small shrub, Large shrub"
"Acacia lanuginosa","Height","1.5 ~ 2 metres"
"Acacia lanuginosa","Width","2 ~ 3 metres"
"Acacia lanuginosa","Flower Colour","Yellow"
"Acacia lanuginosa","Flowering Time","Spring"
"Acacia lanuginosa","Ph Level","Acid, Neutral, Alkaline"
"Acacia lanuginosa","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Poor soil"
"Acacia lanuginosa","Plant Environment","Low maintenance garden, Drought resistant"
"Acacia lanuginosa","Climate Zone","Cool temperate, Mediterranean, Semi-arid"
"Acacia lanuginosa","Light","Sunny, Light shade"
"Acacia lanuginosa","Planting Season","Spring"
"Acacia lanuginosa","Growth Habit","Evergreen, Spreading"
"Acacia lanuginosa","Lifespan","Perennial, Short lived"
"Acacia lanuginosa","Soil Moisture","Well-drained"
"Acacia lanuginosa","Propagation Method","Seed"
"Acacia lanuginosa","Frost Tolerance","Tolerates light frost"
"Acacia lanuginosa","Special Uses","Erosion control, Bird nesting plant, Pollution tolerant, Fast growing"
"Acacia lanuginosa","Attracts Wildlife","Bees, Seed eating birds, Butterflies, Other insects"
"Acacia lanuginosa","description","Recently changed to Acacia lanuginophylla, lanuginosa means ‘very woolly’, referring to the phyllodes of the plant that are covered in grey hairs. This Acacia is great for controlling soil erosion, and is also a good drought tolerant plant. It is quite suited to gravel soils and in general needs a well-drained soil."
"Acacia ixiophylla","Scientific Name","Acacia ixiophylla"
"Acacia ixiophylla","Family","Fabaceae"
"Acacia ixiophylla","Common Name","Wattle"
"Acacia ixiophylla","Plant Type","Large shrub"
"Acacia ixiophylla","Height","2 ~ 3 metres"
"Acacia ixiophylla","Width","1 ~ 2 metre"
"Acacia ixiophylla","Flower Colour","Yellow"
"Acacia ixiophylla","Flowering Time","Spring"
"Acacia ixiophylla","Ph Level","Acid, Neutral"
"Acacia ixiophylla","Soil Type","Sandy, Clay, Loamy, Sandy loam, Clay loam, Poor soil"
"Acacia ixiophylla","Plant Environment","Low maintenance garden, Cold climate, Drought resistant"
"Acacia ixiophylla","Climate Zone","Cool temperate, Mediterranean, Cool, Semi-arid"
"Acacia ixiophylla","Light","Sunny"
"Acacia ixiophylla","Planting Season","Spring"
"Acacia ixiophylla","Growth Habit","Evergreen"
"Acacia ixiophylla","Lifespan","Short lived"
"Acacia ixiophylla","Soil Moisture","Well-drained"
"Acacia ixiophylla","Propagation Method","Seed"
"Acacia ixiophylla","Frost Tolerance","Tolerates light frost"
"Acacia ixiophylla","Special Uses","Erosion control, Pollution tolerant, Fast growing"
"Acacia ixiophylla","Attracts Wildlife","Bees, Seed eating birds, Butterflies, Other insects"
"Acacia ixiophylla","description","A medium to large shrub, Acacia ixiophylla is a wonderful ornamental plant for inland regions as it is reasonably drought resistant. It is also frost tolerant and can thrive in a range of soil types, including clay soils."
"Acacia glaucoptera","Scientific Name","Acacia glaucoptera"
"Acacia glaucoptera","Family","Fabaceae"
"Acacia glaucoptera","Common Name","Wattle"
"Acacia glaucoptera","Other Common Names","Clay Wattle, Flat Wattle"
"Acacia glaucoptera","Plant Type","Small shrub, Ground cover"
"Acacia glaucoptera","Height","0.5 ~ 1.5 metres"
"Acacia glaucoptera","Width","2 ~ 3 metres"
"Acacia glaucoptera","Flower Colour","Yellow"
"Acacia glaucoptera","Flowering Time","Spring"
"Acacia glaucoptera","Ph Level","Acid, Neutral, Alkaline"
"Acacia glaucoptera","Soil Type","Sandy, Clay, Loamy, Sandy loam, Clay loam"
"Acacia glaucoptera","Plant Environment","Low maintenance garden, Flower garden, Cold climate"
"Acacia glaucoptera","Climate Zone","Warm temperate, Cool temperate, Mediterranean, Cool, Semi-arid"
"Acacia glaucoptera","Light","Sunny, Light shade"
"Acacia glaucoptera","Planting Season","All year"
"Acacia glaucoptera","Growth Habit","Evergreen, Dense foliage, Open foliage, Spreading"
"Acacia glaucoptera","Lifespan","Perennial"
"Acacia glaucoptera","Soil Moisture","Well-drained"
"Acacia glaucoptera","Propagation Method","Seed"
"Acacia glaucoptera","Frost Tolerance","Tolerates heavy frost"
"Acacia glaucoptera","Plant Usage","Screen, Attractive foliage, Wow factor"
"Acacia glaucoptera","Special Uses","Erosion control, Fast growing"
"Acacia glaucoptera","Attracts Wildlife","Bees, Seed eating birds, Butterflies, Other insects"
"Acacia glaucoptera","description","An uncommon, spreading shrub with outstanding ornamental foliage. Acacia glaucoptera has red-tinged new growth and requires regular pruning to keep it looking its best and promote this new growth. It is quite tolerant of frosts (down to -7°C) and grows best in a position with part sun, though it will also grow in full sun or dappled shade."
"Acacia glaucocarpa","Scientific Name","Acacia glaucocarpa"
"Acacia glaucocarpa","Family","Fabaceae"
"Acacia glaucocarpa","Common Name","Wattle"
"Acacia glaucocarpa","Other Common Names","Feathery Wattle"
"Acacia glaucocarpa","Plant Type","Small tree, Large shrub"
"Acacia glaucocarpa","Height","3 ~ 7 metres"
"Acacia glaucocarpa","Width","2 ~ 4 metres"
"Acacia glaucocarpa","Flower Colour","Yellow"
"Acacia glaucocarpa","Flowering Time","Autumn"
"Acacia glaucocarpa","Ph Level","Acid, Neutral, Alkaline"
"Acacia glaucocarpa","Soil Type","Clay, Loamy, Sandy loam, Clay loam, Poor soil"
"Acacia glaucocarpa","Plant Environment","Low maintenance garden, Drought resistant"
"Acacia glaucocarpa","Climate Zone","Sub-tropical, Warm temperate, Mediterranean, Semi-arid"
"Acacia glaucocarpa","Light","Sunny"
"Acacia glaucocarpa","Planting Season","All year"
"Acacia glaucocarpa","Growth Habit","Evergreen, Open foliage"
"Acacia glaucocarpa","Lifespan","Perennial"
"Acacia glaucocarpa","Soil Moisture","Dry, Well-drained"
"Acacia glaucocarpa","Propagation Method","Seed"
"Acacia glaucocarpa","Frost Tolerance","Not frost tolerant"
"Acacia glaucocarpa","Plant Usage","Screen, Windbreak, Attractive foliage"
"Acacia glaucocarpa","Special Uses","Erosion control, Bird nesting plant, Pollution tolerant, Fast growing"
"Acacia glaucocarpa","Attracts Wildlife","Seed eating birds, Butterflies"
"Acacia glaucocarpa","description","Acacia glaucocarpa makes a wonderful low maintenance ornamental plant, but needs good pruning each year to keep it in line. The Feathery Wattle has attractive foliage, and displays a mass of flowers in autumn. Prefers a warm climate as it is not very tolerant of frost; grows best in inland, tropical and sub-tropical zones. This Acacia is also tolerant of greywater."
"Acacia fulva","Scientific Name","Acacia fulva"
"Acacia fulva","Family","Fabaceae"
"Acacia fulva","Common Name","Wattle"
"Acacia fulva","Other Common Names","Velvet Wattle, Soft Wattle"
"Acacia fulva","Plant Type","Small tree, Large tree, Large shrub"
"Acacia fulva","Height","3 ~ 15 metres"
"Acacia fulva","Width","2 ~ 8 metres"
"Acacia fulva","Flower Colour","Yellow"
"Acacia fulva","Flowering Time","Autumn, Winter"
"Acacia fulva","Ph Level","Acid, Neutral"
"Acacia fulva","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Poor soil"
"Acacia fulva","Plant Environment","Low maintenance garden, Drought resistant"
"Acacia fulva","Climate Zone","Warm temperate, Cool temperate, Mediterranean"
"Acacia fulva","Light","Sunny"
"Acacia fulva","Planting Season","All year"
"Acacia fulva","Growth Habit","Evergreen, Open foliage, Spreading"
"Acacia fulva","Lifespan","Perennial, Short lived"
"Acacia fulva","Soil Moisture","Well-drained"
"Acacia fulva","Propagation Method","Seed"
"Acacia fulva","Frost Tolerance","Tolerates heavy frost"
"Acacia fulva","Plant Usage","Screen, Windbreak, Attractive foliage"
"Acacia fulva","Special Uses","Erosion control, Bird nesting plant, Fast growing"
"Acacia fulva","Attracts Wildlife","Bees, Seed eating birds, Butterflies, Other insects"
"Acacia fulva","description","The Velvet or Soft Wattle, so named for its velvety young leaf tips and seed pods, grows to a beautiful small tree that will provide flowers in the garden through autumn and winter. Great as a shelter tree around houses and in parks, it will need extra water in periods of dryness, but is reasonably tolerant of cold. A rare wattle from Gloucester to Mt Yengo in NSW."
"Acacia ulicifolia","Scientific Name","Acacia ulicifolia"
"Acacia ulicifolia","Family","Fabaceae"
"Acacia ulicifolia","Common Name","Wattle"
"Acacia ulicifolia","Other Common Names","Juniper Wattle"
"Acacia ulicifolia","Plant Type","Small shrub"
"Acacia ulicifolia","Height","1 ~ 2 metre"
"Acacia ulicifolia","Width","1 ~ 2 metre"
"Acacia ulicifolia","Flower Colour","Cream, Yellow"
"Acacia ulicifolia","Flowering Time","Spring, Autumn, Winter"
