"study","species","trait_name","value","trait_name_original","value_original","newspecies"
"ACTps","Philadelphus spp","common_name","Mock Orange","common_name","Mock Orange",
"ACTps","Philadelphus spp","Description","Deciduous upright shrub (1.5-2m x 1.5m) with a rounded crown from North America, East Asia and Europe. Oval leaves on slender stems. Terminal clusters of fragrant white flowers in spring. Useful as a background plant where its floral display can be seen and its woody base hidden, or close to paths for its fragrance. Many forms available. Prefers alkaline moist loam. Sensitive to drought and wind.","Description","Deciduous upright shrub (1.5-2m x 1.5m) with a rounded crown from North America, East Asia and Europe. Oval leaves on slender stems. Terminal clusters of fragrant white flowers in spring. Useful as a background plant where its floral display can be seen and its woody base hidden, or close to paths for its fragrance. Many forms available. Prefers alkaline moist loam. Sensitive to drought and wind.",
"ACTps","Philadelphus spp","form","shrub","plant_type","Shrub",
"ACTps","Philadelphus spp","supp_watering","medium","watering_requirement","Medium",
"ACTps","Banksia","common_name","Orange Glow","common_name","Orange Glow",
"ACTps","Correa","common_name","Orange Glow","common_name","Orange Glow",
"ACTps","Banksia","Description","A low, compact shrub with bright orange flowers from autumn to spring. Great for low screening or as a pot specimen. A wonderful addition to any garden for bright colour in the cooler months. Foliage stays more compact in full sun.","Description","A low, compact shrub with bright orange flowers from autumn to spring. Great for low screening or as a pot specimen. A wonderful addition to any garden for bright colour in the cooler months. Foliage stays more compact in full sun.",
"ACTps","Correa","Description","A small Correa ideal for borders in the sun or part shade. Stunning orange flowers on and off through the year, but especially in winter.","Description","A small Correa ideal for borders in the sun or part shade. Stunning orange flowers on and off through the year, but especially in winter.",
"ACTps","Correa","form","shrub","plant_type","Shrub",
"ACTps","Correa","supp_watering","medium","watering_requirement","Medium",
"ACTps","Penstemon gentianoides hybrids","common_name","Penstemon","common_name","Penstemon",
"ACTps","Photinia glabra 'Rubens'","common_name","Photinia","common_name","Photinia",
"ACTps","Penstemon gentianoides hybrids","Description","Erect and branching perennial (0.6m x 1m) from Mexico. Variable soft narrow leaves. Open trumpet shaped flowers arranged along an upright flower stem. Colour variable, often in white, pink and red colour range. Useful for colour in the perennial garden. Prefers fertile soil. Prune hard in late winter. Grows in partial shade, but flowers better in full sun.","Description","Erect and branching perennial (0.6m x 1m) from Mexico. Variable soft narrow leaves. Open trumpet shaped flowers arranged along an upright flower stem. Colour variable, often in white, pink and red colour range. Useful for colour in the perennial garden. Prefers fertile soil. Prune hard in late winter. Grows in partial shade, but flowers better in full sun.",
"ACTps","Photinia glabra 'Rubens'","Description","Evergreen branching shrub (3m x 2m) from China and Japan. Glossy green elliptical leaves with red new growth from spring to autumn. Whitish flowers in terminal clusters. Useful as a clipped hedge or screen plant. Multiple varieties available. Clipping encourages red new growth. Wind and drought tolerant.","Description","Evergreen branching shrub (3m x 2m) from China and Japan. Glossy green elliptical leaves with red new growth from spring to autumn. Whitish flowers in terminal clusters. Useful as a clipped hedge or screen plant. Multiple varieties available. Clipping encourages red new growth. Wind and drought tolerant.",
"ACTps","Penstemon gentianoides hybrids","form","perennial","plant_type","Perennial",
"ACTps","Photinia glabra 'Rubens'","form","shrub","plant_type","Shrub",
"ACTps","Penstemon gentianoides hybrids","supp_watering","medium","watering_requirement","Medium",
"ACTps","Photinia glabra 'Rubens'","supp_watering","low","watering_requirement","Low",
"ACTps","Callistemon","common_name","Pink Champagne","common_name","Pink Champagne",
"ACTps","Pittosporum tenuifolium 'Green Pillar'","common_name","Pittosporum","common_name","Pittosporum",
"ACTps","Callistemon","Description","A relatively open shrub with stunning soft pink flowers in late spring. Prune regularly for a compact medium shrub or remove lower branches to create a small evergreen tree. Great for attracting nectar feeding birds and insects. If in part shade, tip prune for bushiness.","Description","A relatively open shrub with stunning soft pink flowers in late spring. Prune regularly for a compact medium shrub or remove lower branches to create a small evergreen tree. Great for attracting nectar feeding birds and insects. If in part shade, tip prune for bushiness.",
"ACTps","Pittosporum tenuifolium 'Green Pillar'","Description","Evergreen conical dense shrub ( 4m x 2m) from New Zealand. Thin green leaves with wavy edges. Insignificant purplish flowers. Useful for a screen, informal hedge or clipped formal hedge. Will require more pruning if in part shade. Needs well drained soil.","Description","Evergreen conical dense shrub ( 4m x 2m) from New Zealand. Thin green leaves with wavy edges. Insignificant purplish flowers. Useful for a screen, informal hedge or clipped formal hedge. Will require more pruning if in part shade. Needs well drained soil.",
"ACTps","Callistemon","form","shrub","plant_type","Shrub",
"ACTps","Pittosporum tenuifolium 'Green Pillar'","form","shrub","plant_type","Shrub",
"ACTps","Callistemon","supp_watering","medium","watering_requirement","Medium",
"ACTps","Pittosporum tenuifolium 'Green Pillar'","supp_watering","medium","watering_requirement","Medium",
"ACTps","Callistemon","common_name","Purple Cloud","common_name","Purple Cloud",
"ACTps","Callistemon","Description","A strong, hardy Bottlebrush with a bushy habit which produces masses of beautiful purple flowers in spring. Very adaptable but responds well to summer watering. Suitable for use as a formal or informal screen, small tree or in a mixed shelter planting. Remove old flowers to promote a bushy habit and a flush of soft new leaves. Foliage and flowers tend to be less dense if planted in part shade.","Description","A strong, hardy Bottlebrush with a bushy habit which produces masses of beautiful purple flowers in spring. Very adaptable but responds well to summer watering. Suitable for use as a formal or informal screen, small tree or in a mixed shelter planting. Remove old flowers to promote a bushy habit and a flush of soft new leaves. Foliage and flowers tend to be less dense if planted in part shade.",
"ACTps","Rosa spp.& hybrids.","common_name","Rose","common_name","Rose",
"ACTps","Rosa spp.& hybrids.","Description","Deciduous to semi-deciduous hybrid shrubs or scrambling climbers (mostly 1m x 1m depending on variety) with thorny stems. 5-7 oval leaflets. Flowers in many variable colours and forms from single, semi-double, double and fully double. Popular component of traditional gardens particularly in formal or cottage garden settings. Most species frost tolerant. Moderately drought tolerant.","Description","Deciduous to semi-deciduous hybrid shrubs or scrambling climbers (mostly 1m x 1m depending on variety) with thorny stems. 5-7 oval leaflets. Flowers in many variable colours and forms from single, semi-double, double and fully double. Popular component of traditional gardens particularly in formal or cottage garden settings. Most species frost tolerant. Moderately drought tolerant.",
"ACTps","Rosa spp.& hybrids.","form","perennial","plant_type","Perennial",
"ACTps","Rosa spp.& hybrids.","supp_watering","low","watering_requirement","Low",
"ACTps","Rosmarinus 'Blue Lagoon'","common_name","Rosemary (Blue Lagoon)","common_name","Rosemary (Blue Lagoon)",
"ACTps","Acer x freemanii 'Scarsen'","common_name","Scarlet Sentinel","common_name","Scarlet Sentinel",
"ACTps","Rosmarinus 'Blue Lagoon'","Description","Evergreen semi-prostrate spreading shrub or groundcover (0.5m x 1m) from the Mediterranean region. Soft thin leaves on long weak stems strongly aromatic when crushed. Flowers blue in clusters throughout spring and summer. Useful for a low screen, mass planting as groundcover, herb garden or informal hedge. Requires regular pruning. May cause skin allergies in susceptible people. Tolerates poor soil. Drought tolerant.","Description","Evergreen semi-prostrate spreading shrub or groundcover (0.5m x 1m) from the Mediterranean region. Soft thin leaves on long weak stems strongly aromatic when crushed. Flowers blue in clusters throughout spring and summer. Useful for a low screen, mass planting as groundcover, herb garden or informal hedge. Requires regular pruning. May cause skin allergies in susceptible people. Tolerates poor soil. Drought tolerant.",
"ACTps","Acer x freemanii 'Scarsen'","Description","A narrow, upright oramanemtal tree with large dark green leaves turning orange and yellow in autumn. This is a cultivar selection from a hybrid between Red Maple and Silver Maple, but is narrower than both parents. This makes it useful in smaller spaces or as vertical screen on southern walls. Foliage can burn in summer if planted in full sun.","Description","A narrow, upright oramanemtal tree with large dark green leaves turning orange and yellow in autumn. This is a cultivar selection from a hybrid between Red Maple and Silver Maple, but is narrower than both parents. This makes it useful in smaller spaces or as vertical screen on southern walls. Foliage can burn in summer if planted in full sun.",
